Id,Prediction
0,4257768.605277876
1,3787451.7112920363
2,4460726.951979293
3,3716160.743650832
4,4331068.712789719
5,4644022.63812866
6,4282327.023867273
7,4385361.422437221
8,4670818.873117764
9,4274133.505997471
10,4456994.1789505435
11,4741772.305327563
12,5783095.66402269
13,5163556.58506765
14,4230122.016548873
15,4385019.672786756
16,5443032.199941519
17,3958630.690512779
18,5188623.015051726
19,4647516.02252917
20,4503036.661338844
21,5269162.49116116
22,4643184.0247792695
23,5158938.68922512
24,4991603.142505056
25,3970750.2625460518
26,4030383.130791518
27,5021228.174204034
28,4534846.125846019
29,4802737.607157477
30,5471768.516284872
31,3655256.347314105
32,4437626.16420165
33,4620165.518714835
34,4224068.4527275795
35,4514331.368307365
36,4157199.7760768295
37,4294336.182985292
38,3829882.949387534
39,4921955.345494162
40,4622653.635931518
41,4224773.612865023
42,4689520.179100907
43,5231509.38484643
44,5085846.049879158
45,4037438.358330116
46,4170639.1163103054
47,3563597.9305212535
48,4952167.3383823205
49,4648525.255214942
50,4664198.776397774
51,4686747.222579435
52,4561113.535926339
53,3557657.344449308
54,3696475.911206948
55,4727476.479147702
56,5150628.142570172
57,4784749.7032023035
58,4904990.016997772
59,4900597.991261843
60,4061032.691179288
61,4133681.7242660867
62,4484592.141483703
63,4434614.878156776
64,4428078.88140244
65,5304559.186974786
66,5305757.536123991
67,5464221.790884019
68,5609433.326632909
69,4486416.259011109
70,4305610.412638556
71,4558915.009808433
72,4678443.623046523
73,4092860.7506674374
74,5926569.929000353
75,4753244.317880901
76,4831171.591775567
77,4610143.329845481
78,4976268.052552822
79,4652611.625793951
80,5438761.382107552
81,4819484.857930942
82,4530791.309965768
83,4910754.772854791
84,5441043.252295889
85,3207408.1737485086
86,4576721.491948769
87,4649029.18068983
88,4694326.2830805415
89,5052371.972961212
90,5347316.478803235
91,5117247.660333273
92,3681197.353315806
93,4696615.3928433545
94,4828110.578503695
95,4562902.0252994755
96,4601708.957864533
97,4812786.15506234
98,4077116.7981141
99,4546709.678266101
100,4383092.5321378885
101,3205602.6214650976
102,4443366.050119636
103,4302212.740679712
104,4396783.604523595
105,3796910.195990015
106,4956684.1004852075
107,4710810.595561427
108,5496326.209148113
109,4563767.244155732
110,4826050.496924491
111,5193738.095616498
112,5283484.429418504
113,4645892.920907106
114,4048290.428894488
115,4944901.994188815
116,3550035.7814976
117,5050356.915241933
118,3927145.2931857766
119,4850717.6430171635
120,5098039.671695445
121,5307884.370523196
122,4377715.810432858
123,5582551.077210432
124,4065605.485858896
125,4116899.112480509
126,5085827.425699406
127,4123507.751551236
128,4420757.458684837
129,4167312.1482164236
130,3593197.563574586
131,4481410.68298959
132,5869297.884275676
133,3777564.1230376484
134,4235919.460290274
