Id,Prediction
0,5004205.392732641
1,3647688.491623451
2,1476621.1440877283
3,1297574.4782903478
4,3329638.9173510354
5,5251479.413803748
6,4937657.7863697205
7,1855260.4105701605
8,7743737.295754942
9,455503.5287351186
10,5231533.469465593
11,4013015.907590269
12,4798947.212402574
13,8572717.704415321
14,8367449.804520326
15,4088058.948844405
16,8615692.272633282
17,1422659.9215471842
18,6523968.388461445
19,2298551.5777520253
20,5463727.937157502
21,5455227.829160837
22,3105390.8384214654
23,5999755.979437309
24,9063983.984982744
25,7651608.429939492
26,3971355.1254456644
27,5801618.709176522
28,4232207.546888242
29,8667022.769703982
30,8305599.7582772225
31,-2934604.7342059375
32,1394201.3055460122
33,6529141.114657668
34,6719944.50386261
35,5129370.673602237
36,3397065.575753816
37,9755933.336612955
38,4259475.170690695
39,1018627.8419856695
40,6495242.678724777
41,875769.0103958838
42,5608305.936547274
43,9252111.250095654
44,6188332.022080014
45,2510266.3584321407
46,-794591.5682894022
47,-8746.093068500864
48,1201642.4093185975
49,5961257.4055841975
50,4790274.127519552
51,5834576.076075528
52,4094058.7651384864
53,-3928536.351938747
54,453000.66163733153
55,6978029.2080659745
56,6191646.102106435
57,3658441.4000275536
58,5444992.283798784
59,423364.88250154024
60,8257413.07198197
61,4519562.7179694725
62,-4411141.864817452
63,2181612.9956610263
64,4700323.861918207
65,9557751.1741141
66,2767190.667223159
67,7420333.2001828635
68,7508546.143401172
69,5875522.374830382
70,4046511.7125519635
71,5199290.075243515
72,1913666.2370138043
73,5495287.475081339
74,5672913.509833707
75,4848319.974785888
76,3299577.6883684583
77,6510059.022420593
78,2226902.2546299673
79,2663982.062966563
80,10114916.629476031
81,5417836.422140659
82,1449936.4150739338
83,6983560.100746752
84,10412827.592960477
85,5214666.507703258
86,3791713.2818558924
87,3979831.1712223603
88,2143805.4112126487
89,12081712.87530467
90,5402221.557875863
91,2655224.331312719
92,6083010.978459136
93,3029398.218812193
94,6247997.859201765
95,637822.3430170463
